local_model,round,epoch,internal_epoch,average_loss,accuracy,correct_data,total_data
NH,1,1,1,0.01543943490833044,48.83217500284835,4286,8777
CT,1,1,1,0.013865684159100056,57.67699744100086,16228,28136
SC,1,1,1,0.013521705754101276,56.479383778885364,12465,22070
DC,1,1,1,0.015342389233410358,47.03791469194313,1985,4220
UT,1,1,1,0.014394057914614677,54.61232772469773,6459,11827
MD,1,1,1,0.012621311470866203,63.12269590698554,26711,42316
IL,1,1,1,0.011052623391151428,69.04765217391304,49628,71875
NY,1,1,1,0.008891593664884567,76.37166568682407,111718,146282
WY,1,1,1,0.015606570057570934,44.80277185501066,1681,3752
KY,1,1,1,0.014065013267099857,53.613269922282804,9244,17242
AR,2,2,1,0.014637167565524578,51.40834575260804,6899,13420
OK,2,2,1,0.014222017489373684,53.02899975423937,8631,16276
MD,2,2,1,0.012617470696568489,64.24047641554023,27184,42316
HI,2,2,1,0.014904605224728584,48.86214702728464,4101,8393
KY,2,2,1,0.013951082713901997,54.77902795499362,9445,17242
MN,2,2,1,0.013389651663601398,58.90661615999486,18350,31151
PA,2,2,1,0.01296478696167469,64.44345267612152,38987,60498
WV,2,2,1,0.015595018863677979,45.02190663242182,2980,6619
IL,2,2,1,0.010967710055410862,70.17321739130435,50437,71875
MA,2,2,1,0.011906520463526249,64.00804947482085,26082,40748
ME,3,3,1,0.014773843809962273,51.48968678380443,2022,3927
SD,3,3,1,0.016278833150863647,42.9167826328973,1542,3593
WI,3,3,1,0.013577006757259369,56.9908038147139,13386,23488
OK,3,3,1,0.014195200055837631,53.45293683951831,8700,16276
TN,3,3,1,0.01344472449272871,58.52061265387919,16353,27944
HI,3,3,1,0.01487918570637703,49.93446920052425,4191,8393
OH,3,3,1,0.011186187155544758,67.70237673532041,40136,59283
VA,3,3,1,0.012680847197771072,64.29033301002262,31816,49488
WY,3,3,1,0.015548359602689743,45.362473347547976,1702,3752
AZ,3,3,1,0.012219700962305069,63.311933534743204,26824,42368
WV,4,4,1,0.015561132691800594,46.60824898020849,3085,6619
KY,4,4,1,0.01391621120274067,54.67463171325833,9427,17242
VA,4,4,1,0.01190523523837328,65.36129970902037,32346,49488
AR,4,4,1,0.01462856400758028,50.70789865871833,6805,13420
MN,4,4,1,0.012786496430635452,59.943501011203494,18673,31151
HI,4,4,1,0.014908240176737309,50.339568688192536,4225,8393
IA,4,4,1,0.26372718811035156,0.0,0,5
SD,4,4,1,0.016118431463837624,43.30642916782633,1556,3593
IL,4,4,1,0.011047281324863434,69.52069565217391,49968,71875
MD,4,4,1,0.011948849074542522,64.21211834766991,27172,42316
KS,5,5,1,0.01413861196488142,52.434009815625416,7906,15078
SD,5,5,1,0.01630917377769947,43.08377400500974,1548,3593
VT,5,5,1,0.015437396243214607,46.75925925925926,1818,3888
AL,5,5,1,0.011848587542772293,56.64675130694549,12136,21424
VA,5,5,1,0.011875701136887074,66.32921112188814,32825,49488
ME,5,5,1,0.014838377013802528,50.67481538069774,1990,3927
NE,5,5,1,0.01475098729133606,53.548177083333336,3290,6144
NC,5,5,1,0.01169946976006031,65.8700583279326,32524,49376
HI,5,5,1,0.014943166635930538,49.83915167401406,4183,8393
CA,5,5,1,0.0070335897617042065,82.7535658326199,204921,247628
KS,6,6,1,0.014223390258848667,52.69929698899058,7946,15078
WY,6,6,1,0.015650363638997078,45.282515991471215,1699,3752
OK,6,6,1,0.014145647175610065,53.3607766035881,8685,16276
MS,6,6,1,0.014845930971205235,51.676968284527305,5100,9869
MT,6,6,1,0.01553112268447876,45.05030181086519,2239,4970
NC,6,6,1,0.011573677882552147,66.14752106286454,32661,49376
UT,6,6,1,0.014004284515976906,54.70533524985204,6470,11827
CO,6,6,1,0.011930813081562519,63.51830919271313,24163,38041
DE,6,6,1,0.015546247363090515,46.41025641025641,2353,5070
MN,6,6,1,0.013020657934248447,59.327148406150684,18481,31151
DE,7,7,1,0.015584618784487247,45.50295857988166,2307,5070
WA,7,7,1,0.01233994122594595,62.59659136802994,23249,37141
IN,7,7,1,0.012975501827895641,60.480054090601755,17890,29580
MO,7,7,1,0.01307679619640112,59.73829006772009,16937,28352
NC,7,7,1,0.011523538269102573,66.33587167854829,32754,49376
WI,7,7,1,0.01335561741143465,57.36972070844687,13475,23488
MD,7,7,1,0.012704220600426197,63.753662917099916,26978,42316
AK,7,7,1,0.015050584450364113,47.00875486381323,1933,4112
ID,7,7,1,0.014871531166136265,54.38700147710488,1841,3385
OH,7,7,1,0.011077553033828735,68.43614526930149,40571,59283
OR,8,8,1,0.013565529137849808,56.82913006517427,12033,21174
NY,8,8,1,0.009466681629419327,75.7393254125593,110793,146282
GA,8,8,1,0.011443731375038624,67.41055371914982,39359,58387
ID,8,8,1,0.014811200089752674,55.00738552437223,1862,3385
CA,8,8,1,0.006964936386793852,82.69622175198282,204779,247628
WA,8,8,1,0.012253654189407825,62.60736113728763,23253,37141
MS,8,8,1,0.014812234789133072,52.15320701185531,5147,9869
LA,8,8,1,0.013742858543992043,55.91259640102828,11310,20228
KS,8,8,1,0.013901140540838242,54.45019233320069,8210,15078
OH,8,8,1,0.01142821740359068,68.12745643776462,40388,59283
TX,9,9,1,0.008258477784693241,78.49167536303057,115079,146613
IL,9,9,1,0.010992440395057201,69.9631304347826,50286,71875
WA,9,9,1,0.013178977183997631,62.181955251608734,23095,37141
DE,9,9,1,0.015617805533111095,45.60157790927022,2312,5070
OK,9,9,1,0.01409880444407463,53.25018432047186,8667,16276
ND,9,9,1,0.01553633064031601,50.88589652728561,1436,2822
IA,9,9,1,0.22548337280750275,20.0,1,5
ID,9,9,1,0.014815693721175194,54.830132939438705,1856,3385
LA,9,9,1,0.013815928250551224,56.58987542020961,11447,20228
MD,9,9,1,0.011917881667613983,65.33698837319217,27648,42316
ME,10,10,1,0.014744960702955723,50.85306850012732,1997,3927
HI,10,10,1,0.014636030420660973,51.17359704515668,4295,8393
NY,10,10,1,0.012845468707382679,76.43524151980421,111811,146282
OR,10,10,1,0.013657627627253532,57.26362520071786,12125,21174
MO,10,10,1,0.013115018606185913,60.43665349887133,17135,28352
NJ,10,10,1,0.012065966613590717,68.50526186979931,44786,65376
WI,10,10,1,0.013296439312398434,57.60814032697547,13531,23488
VA,10,10,1,0.011782204732298851,66.22413514387327,32773,49488
ID,10,10,1,0.014677869156002998,54.830132939438705,1856,3385
ND,10,10,1,0.01586807519197464,49.82282069454288,1406,2822
ND,11,11,1,0.01573040895164013,49.82282069454288,1406,2822
DE,11,11,1,0.015505854971706867,46.7258382642998,2369,5070
SD,11,11,1,0.015933388844132423,46.34010576120234,1665,3593
WV,11,11,1,0.015328094363212585,47.81689076899834,3165,6619
IN,11,11,1,0.012858208268880844,61.07505070993915,18066,29580
AZ,11,11,1,0.012053040787577629,64.3480929003021,27263,42368
KS,11,11,1,0.014017659239470959,53.773710041119514,8108,15078
RI,11,11,1,0.01373770646750927,50.538998097653774,3985,7885
ID,11,11,1,0.014877337031066418,54.12112259970458,1832,3385
AL,11,11,1,0.01185260247439146,57.71564600448096,12365,21424
VT,12,12,1,0.015317417681217194,45.550411522633745,1771,3888
CT,12,12,1,0.014202367514371872,59.269263576912145,16676,28136
AK,12,12,1,0.014881500974297523,45.76848249027237,1882,4112
NE,12,12,1,0.014568512327969074,53.824869791666664,3307,6144
MA,12,12,1,0.01161877065896988,65.26455286149013,26594,40748
WA,12,12,1,0.01227907370775938,62.93314665733286,23374,37141
