model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
global,combine,,1,1.7621225462492098,0.0,0,444748
global,combine,,2,1.7629637128163644,0.0,0,444748
global,combine,,3,1.7610905331445639,0.0,0,444748
global,combine,,4,1.7560176095945734,0.0,0,444748
global,combine,,5,1.7540753892588938,0.0,0,444748
global,combine,,6,1.7487161081251015,0.0,0,444748
global,combine,,7,1.7461551783235227,0.0,0,444748
global,combine,,8,1.7370365682577553,0.0,0,444748
global,combine,,9,1.7321064201694707,0.0,0,444748
global,combine,,10,1.730046383972681,0.0,0,444748
global,combine,,11,1.7228775788849917,0.0,0,444748
global,combine,,12,1.7228501510698169,0.0,0,444748
global,combine,,13,1.720107803653817,0.0,0,444748
global,combine,,14,1.7102512805868357,0.0,0,444748
global,combine,,15,1.7075452134090237,0.0,0,444748
global,combine,,16,1.7048413101780895,0.0,0,444748
global,combine,,17,1.7019318490313167,0.0,0,444748
global,combine,,18,1.69842318469601,0.0,0,444748
global,combine,,19,1.7152576266001682,0.0,0,444748
global,combine,,20,1.7062119547543482,0.0,0,444748
global,combine,,21,1.6992855830635558,0.0,0,444748
global,combine,,22,1.697499299519623,0.0,0,444748
global,combine,,23,1.6940049920153541,0.0,0,444748
global,combine,,24,1.6916494849291874,0.0,0,444748
global,combine,,25,1.6887453121747298,0.0,0,444748
global,combine,,26,1.6864215205658193,0.0,0,444748
global,combine,,27,1.6801091947906308,0.0,0,444748
global,combine,,28,1.6698859549424732,0.0,0,444748
global,combine,,29,1.662405131175175,0.0,0,444748
global,combine,,30,1.6575564379580552,0.0,0,444748
global,combine,,31,1.6549288145607777,0.0,0,444748
global,combine,,32,1.6527598426308174,0.0,0,444748
global,combine,,33,1.6525743500216954,0.0,0,444748
global,combine,,34,1.6454815839742685,0.0,0,444748
global,combine,,35,1.6399176228651324,0.0,0,444748
global,combine,,36,1.639482218768454,0.0,0,444748
global,combine,,37,1.6330081101363916,0.0,0,444748
global,combine,,38,1.624558823058089,0.0,0,444748
global,combine,,39,1.6226099327998529,0.0,0,444748
global,combine,,40,1.6187432196773244,0.0,0,444748
global,combine,,41,1.6152767374366033,0.0,0,444748
global,combine,,42,1.607345291798177,0.0,0,444748
global,combine,,43,1.6057835957914837,0.0,0,444748
global,combine,,44,1.6004794473603556,0.0,0,444748
global,combine,,45,1.6018062584963293,0.0,0,444748
global,combine,,46,1.5982076696527445,0.0,0,444748
global,combine,,47,1.5975279145165433,0.0,0,444748
global,combine,,48,1.5980874255055788,0.0,0,444748
global,combine,,49,1.589492486220862,0.0,0,444748
global,combine,,50,1.587696160514929,0.0,0,444748
global,combine,,51,1.5867539349898268,0.0,0,444748
global,combine,,52,1.5848575638249667,0.0,0,444748
global,combine,,53,1.578160933329152,0.0,0,444748
global,combine,,54,1.5762301205761045,0.0,0,444748
global,combine,,55,1.5692968052194705,0.0,0,444748
global,combine,,56,1.5678426264302385,0.0,0,444748
global,combine,,57,1.5646088695236535,0.0,0,444748
global,combine,,58,1.5630912400818093,0.0,0,444748
global,combine,,59,1.5614082382724492,0.0,0,444748
global,combine,,60,1.5605855486594904,0.0,0,444748
global,combine,,61,1.558434368033571,0.0,0,444748
global,combine,,62,1.5535192434791525,0.0,0,444748
global,combine,,63,1.5493770623779728,0.0,0,444748
global,combine,,64,1.5491832088628918,0.0,0,444748
global,combine,,65,1.5432036538073244,0.0,0,444748
global,combine,,66,1.543685340252638,0.0,0,444748
global,combine,,67,1.5398862498162311,0.0,0,444748
global,combine,,68,1.5337432317764557,0.0,0,444748
global,combine,,69,1.5292818409955042,0.0,0,444748
global,combine,,70,1.528909607063785,0.0,0,444748
global,combine,,71,1.5257433035131016,0.0,0,444748
global,combine,,72,1.523320769933074,0.0,0,444748
global,combine,,73,1.521097612408911,0.0,0,444748
global,combine,,74,1.520300801749424,0.0,0,444748
global,combine,,75,1.5171322757700285,0.0,0,444748
global,combine,,76,1.5159870531284905,0.0,0,444748
global,combine,,77,1.5147955524113765,0.0,0,444748
global,combine,,78,1.5114942044819792,0.0,0,444748
global,combine,,79,1.5103886488534966,0.0,0,444748
global,combine,,80,1.5050499416885146,0.0,0,444748
global,combine,,81,1.50439359023243,0.0,0,444748
global,combine,,82,1.5012742194823445,0.0,0,444748
global,combine,,83,1.4985430446955905,0.0,0,444748
global,combine,,84,1.498087991052913,0.0,0,444748
global,combine,,85,1.4974701039227927,0.0,0,444748
global,combine,,86,1.4952670872820975,0.0,0,444748
global,combine,,87,1.4925256561553013,0.0,0,444748
global,combine,,88,1.49762657606114,0.0,0,444748
global,combine,,89,1.49608147461594,0.0,0,444748
global,combine,,90,1.4947431546881256,0.0,0,444748
global,combine,,91,1.4908371546272388,0.0,0,444748
global,combine,,92,1.4904540477242603,0.0,0,444748
global,combine,,93,1.4903585743260073,0.0,0,444748
global,combine,,94,1.4908854743480506,0.0,0,444748
global,combine,,95,1.4837644152679057,0.0,0,444748
global,combine,,96,1.4738536723005597,0.0,0,444748
global,combine,,97,1.4725021634401685,0.0,0,444748
global,combine,,98,1.4702069005844862,0.0,0,444748
global,combine,,99,1.4699184025135494,0.0,0,444748
global,combine,,100,1.468844744357598,0.0,0,444748
